Table S1. oxLDL-induced differentially expressed genes in macrophages identified by single-cell transcriptomics,,,,,
gene,logFC,logCPM,F,PValue,P_adj
PAX8,0.27220752,2.736242183,0.950179631,0.344353696,0.608013503
ODF3B,-0.187138631,3.866117566,0.949909415,0.344420357,0.608025663
CMPK2,-0.325837388,1.925066785,0.948781908,0.34469871,0.608411466
RIOK1,0.238735969,2.784089092,0.945667453,0.34546927,0.609455913
NAT1,-0.28581195,2.382827999,0.946061439,0.345371656,0.609455913
SMNDC1,-0.137619399,4.64212604,0.945421985,0.345530107,0.609455913
RABL2B,0.241896033,2.893433009,0.945430159,0.345528081,0.609455913
ZSCAN26,0.247674345,2.769035405,0.945079543,0.345615005,0.60949997
IMP3,-0.107055693,5.354276931,0.94470058,0.345708991,0.609560038
DNAJB2,-0.147438824,4.337284197,0.944089113,0.345860718,0.609721877
CUTA,-0.093313534,6.723346023,0.943123175,0.346100598,0.610039037
ASXL2,0.14991173,4.527624865,0.942737239,0.346196507,0.610102368
SNRNP200,0.117742054,4.798275484,0.941024916,0.3466225,0.610430068
RNF4,-0.131927334,4.899181674,0.941333473,0.346545682,0.610430068
ZBTB24,-0.24270423,2.760988928,0.941576748,0.346485133,0.610430068
ACIN1,-0.103954806,5.389146191,0.941146172,0.346592309,0.610430068
PCNP,-0.100006123,6.095766372,0.940214175,0.34682446,0.610453372
C5orf56,-0.379993518,2.109494271,0.939526837,0.346995812,0.610453372
CCAR2,-0.144256876,4.092964428,0.939729366,0.346945309,0.610453372
PYM1,-0.133601534,4.980787459,0.939686997,0.346955874,0.610453372
STRN4,-0.128074475,4.523862036,0.940243811,0.346817075,0.610453372
RIN2,0.10059856,6.063693874,0.939823556,0.346921826,0.610453372
NDUFB7,0.095280512,7.7901944,0.93833928,0.347292155,0.610869064
NDUFS7,-0.0917784,6.809664836,0.937916975,0.347397625,0.610948935
GFPT1,0.155038433,3.892610391,0.936791039,0.34767905,0.611338167
LRIF1,0.17092848,3.734722237,0.936101393,0.347851588,0.611498273
GBA,0.095955951,6.138808709,0.935946578,0.347890337,0.611498273
SS18L1,0.232554004,2.872940915,0.935688649,0.347954908,0.611506103
ASCC3,0.204775965,3.573571269,0.933613677,0.348474998,0.612102863
BIRC2,0.105115031,5.595838106,0.933825425,0.348421872,0.612102863
DNAJC5,-0.107886252,6.119457459,0.933801965,0.348427757,0.612102863
CAD,0.267154775,2.382585663,0.931077221,0.349112281,0.613003218
MCTP1,0.129971506,5.21856985,0.930638887,0.349222582,0.613003218
PJA2,0.096549343,6.196510347,0.931315828,0.349052259,0.613003218
AMBRA1,0.277739426,2.482623935,0.930375454,0.349288896,0.613003218
SREBF1,0.16973785,4.378157142,0.930579658,0.34923749,0.613003218
MED14OS,0.288560684,2.756120759,0.92973682,0.349449734,0.613179696
RTN2,-0.249210672,2.960164243,0.928497233,0.349762226,0.613516359
TPX2,0.186806197,3.683285578,0.928545316,0.349750098,0.613516359
CTTNBP2NL,0.135310807,4.276579409,0.928033565,0.349879218,0.613562465
ARFIP1,0.130296015,4.401597254,0.927548109,0.350001767,0.613562465
FKBP11,0.236934822,2.731946444,0.927795916,0.349939203,0.613562465
PPIL2,0.163664841,4.174250874,0.927437153,0.350029786,0.613562465
KRIT1,0.175175735,3.492003064,0.925455244,0.350530804,0.613911732
GPR183,-0.100058481,6.075196577,0.925497274,0.350520168,0.613911732
SNAI3,-0.349968122,2.020672908,0.925603009,0.350493414,0.613911732
PPP5C,0.211807712,3.318263688,0.926042722,0.350382184,0.613911732
RALY-AS1,0.456408253,1.810791639,0.925761334,0.350453358,0.613911732
H6PD,0.193948562,3.535213789,0.92508345,0.350624907,0.613970831
SNTB2,-0.165567429,4.041557926,0.924377886,0.35080359,0.614177989
ODF2,-0.202114583,3.265600906,0.923234469,0.351093438,0.614262547
VPS35,0.099377371,6.482260479,0.923331147,0.351068917,0.614262547
SLC39A3,-0.172792635,4.24378302,0.923463349,0.351035391,0.614262547
PLXNB2,-0.098172588,6.8424359,0.923251145,0.351089208,0.614262547
MAN1C1,0.278910671,2.372206822,0.921601335,0.351508025,0.614684171
CMTM3,0.095137846,6.82153742,0.921571081,0.351515712,0.614684171
ASMTL,-0.157861951,3.776257703,0.922017247,0.351402375,0.614684171
NAPG,0.213205713,3.445794173,0.920382352,0.351817938,0.61510692
NUDT19,-0.180534437,4.000664193,0.919599394,0.352017204,0.615349545
EIF5A2,-0.207787653,3.527959703,0.918946716,0.352183439,0.61542861
TSR1,0.224277384,2.995184399,0.918986197,0.35217338,0.61542861
TMEM50A,0.096320753,7.175325796,0.91863037,0.352264052,0.615463747
LAT2,0.09964085,5.733705176,0.918264844,0.35235723,0.615518535
ELP4,-0.18613536,3.496960626,0.918032676,0.352416432,0.615518535
SLC7A5,0.395198129,1.758880191,0.917634056,0.352518112,0.615590427
ARHGAP31,0.17161204,3.654117146,0.917259011,0.352613818,0.615651863
TTYH3,0.093795138,8.537472534,0.916909366,0.352703075,0.615702022
MTX2,0.141730545,4.490335746,0.915652168,0.353024284,0.615945628
NSD3,-0.124564549,5.061561008,0.915745355,0.35300046,0.615945628
PIGBOS1,-0.136747961,4.550362718,0.915728496,0.35300477,0.615945628
ZCRB1,-0.095262054,6.472236797,0.915306115,0.353112773,0.615994362
TCEA2,-0.248512356,2.621609021,0.915058615,0.353176081,0.615999158
DDX39B,-0.115223312,5.396172743,0.91447096,0.353326463,0.616155799
SNX27,-0.103334878,5.694413774,0.913986919,0.3534504,0.616266278
SLC2A5,0.260953111,3.006853921,0.913288709,0.353629284,0.616366874
NDUFS5,0.084534747,8.388196395,0.913448955,0.353588217,0.616366874
VPS8,0.119180269,4.907314138,0.912354518,0.353868834,0.616678735
GPBP1L1,-0.120706768,5.205098963,0.910966843,0.354225102,0.616726317
GTF2H2,0.202523813,3.099266539,0.910831348,0.354259916,0.616726317
CBX3,-0.095733206,6.677548014,0.911519136,0.354083245,0.616726317
MRPS2,0.159638988,3.982900279,0.911069714,0.354198673,0.616726317
EP400,0.216947966,3.276450814,0.911165736,0.354174007,0.616726317
UTP4,0.29095268,2.550332409,0.911010251,0.354213949,0.616726317
ANO10,-0.176091713,3.78952985,0.91029717,0.354397218,0.616859771
CCDC7,0.344713969,1.879176446,0.909010164,0.354728339,0.617164998
YIPF2,0.149464558,4.432408027,0.909065043,0.35471421,0.617164998
TIMM29,0.239100953,2.647448135,0.908908183,0.354754596,0.617164998
ERF,-0.144347914,4.247877067,0.908245364,0.354925319,0.61735642
SPTLC1,0.129451865,4.690693689,0.906487728,0.355378614,0.617722362
TNFSF15,0.240072972,2.697865277,0.906714101,0.355320185,0.617722362
ARPP19,0.099632348,7.029267627,0.906827734,0.355290861,0.617722362
PRAM1,0.22383771,3.181090439,0.907048476,0.355233906,0.617722362
MX2,-0.199513932,3.861648494,0.905703167,0.355581224,0.617968941
SEC63,-0.114682018,5.191850657,0.905404702,0.355658346,0.617997385
ABCB8,0.223671558,3.48813402,0.904770034,0.35582242,0.618104465
NAP1L4,-0.117128655,5.172784833,0.904696256,0.355841501,0.618104465
TBC1D22B,-0.208623567,3.163360266,0.904031491,0.356013488,0.618295465
PDHX,-0.155911364,3.80724534,0.903801467,0.356073027,0.618295465
DDT,0.100884838,6.723447761,0.9030317,0.356272379,0.618536038
UBE2D3,-0.082875276,7.962964692,0.902039301,0.356529628,0.618766228
TRRAP,-0.180679852,3.349994478,0.901581887,0.356648289,0.618766228
RDH10,0.295603849,2.196074528,0.901715915,0.356613514,0.618766228
FANCI,0.288031113,2.501866201,0.902257229,0.356473114,0.618766228
DNAJC11,0.226373013,3.292620075,0.900100589,0.357032957,0.619011291
KIF1B,0.166524806,5.125770672,0.900242323,0.356996125,0.619011291
CLHC1,0.298730529,2.143771149,0.900130868,0.357025088,0.619011291
AMD1,0.098216218,5.830608981,0.900146522,0.35702102,0.619011291
MED22,0.163195917,3.660175548,0.899568467,0.357171288,0.619145594
MDH1,-0.09547702,6.719761984,0.898715252,0.357393253,0.619424803
KLF11,0.144797912,4.353172254,0.89799151,0.357581693,0.619599355
TMEM42,-0.190969308,3.451207211,0.897860612,0.35761579,0.619599355
SPRED1,-0.115702716,6.870140004,0.897407671,0.357733811,0.619606758
LYRM1,-0.248564238,2.885720522,0.897143001,0.357802801,0.619606758
GRN,-0.096352903,10.38570122,0.897255348,0.357773514,0.619606758
PTPN22,0.142737601,4.253928498,0.896185429,0.35805257,0.619715696
FAM241A,-0.368030718,1.816305342,0.894706106,0.358438928,0.619715696
NUDT18,-0.234245239,2.884865302,0.895964117,0.358110332,0.619715696
GNE,-0.261400621,2.846040768,0.895424288,0.358251283,0.619715696
EXD3,-0.221794701,2.906945104,0.895564768,0.358214596,0.619715696
GIT2,0.095758912,6.34925675,0.894691552,0.358442733,0.619715696
RCOR1,-0.15303192,4.064906748,0.894356044,0.358530444,0.619715696
MBTD1,-0.204207578,3.119246065,0.894335292,0.35853587,0.619715696
SMIM7,-0.097933951,5.751806356,0.895262778,0.35829347,0.619715696
GRAMD1A,0.132792251,4.406390616,0.89660882,0.357942103,0.619715696
ZNF582,0.515087548,1.242572424,0.896104242,0.358073758,0.619715696
KLHL15,-0.320682407,2.06506472,0.893736312,0.358692542,0.619881165
KAT6B,-0.180973217,3.665615789,0.892985661,0.358889026,0.620096167
C20orf96,-0.274494589,2.777506362,0.892795313,0.358938875,0.620096167
SLC35B4,0.17352673,4.19698955,0.891872944,0.35918057,0.620284778
AC108134.3,-0.219694597,2.932265714,0.891680644,0.359230989,0.620284778
PCTP,-0.187086624,3.677489235,0.891827723,0.359192425,0.620284778
STOML2,0.102162143,5.719542896,0.890801661,0.359461584,0.620577602
ZC3H10,0.249322755,2.559427594,0.890257663,0.359604406,0.620718822
KLHL7,-0.169761271,3.824211854,0.888757624,0.359998656,0.62085721
PLPP5,0.157361107,3.706630077,0.887744465,0.360265299,0.62085721
IDNK,0.248611425,2.613216311,0.888487905,0.360069613,0.62085721
FNBP4,-0.140469645,4.302143993,0.888680576,0.360018924,0.62085721
FADD,0.179799346,3.721414688,0.88937795,0.359835542,0.62085721
RPUSD4,-0.205776719,3.094108049,0.888476778,0.36007254,0.62085721
YBX3,-0.094736627,6.235363335,0.88769243,0.360279001,0.62085721
VPS33B,-0.232331608,3.035303856,0.88959624,0.359778168,0.62085721
CCDC43,0.140357772,4.199225732,0.887631914,0.360294938,0.62085721
TUBGCP6,-0.283015332,2.596356518,0.88803455,0.360188925,0.62085721
RBM48,-0.274903237,2.504298972,0.887146773,0.360422734,0.620972232
VRK2,-0.154831529,4.021298014,0.886420591,0.36061415,0.621166832
SMARCC1,-0.153944446,4.296161861,0.88625501,0.360657816,0.621166832
FNDC10,0.170760833,3.60294485,0.885749096,0.360791282,0.621187286
TMEM167A,-0.090221916,6.86095409,0.885396972,0.360884219,0.621187286
LEMD3,-0.205604498,3.08797799,0.885284296,0.360913966,0.621187286
NANP,0.306141477,2.262905455,0.885527537,0.360849755,0.621187286
TRMT13,-0.241949627,2.586706769,0.884206485,0.361198686,0.62137905
COG5,0.158732013,3.742040967,0.884401576,0.361147126,0.62137905
SCAF11,-0.090634997,6.8415095,0.884168814,0.361208644,0.62137905
RAD51,-0.348769405,1.840298422,0.883334591,0.361429251,0.621653423
ICA1,-0.253890252,3.220669166,0.882962487,0.361527716,0.621717655
COASY,0.122370952,4.654538562,0.880989275,0.362050518,0.622511473
IVNS1ABP,-0.089586793,6.990398658,0.880640457,0.362143053,0.622565342
SH3YL1,0.249863082,3.151651939,0.87942176,0.362466619,0.622720692
ARHGAP5,-0.129950375,4.573647526,0.879325429,0.362492213,0.622720692
VPS35L,0.103787028,5.191325039,0.879941114,0.362328678,0.622720692
TRIM25,-0.130409276,4.711021362,0.879147423,0.362539514,0.622720692
ETV2,-0.294839045,2.121727943,0.879739383,0.362382249,0.622720692
SETD5,0.131507985,4.794323002,0.877648843,0.362938088,0.623300056
RNF121,-0.202032105,3.164416405,0.877151119,0.363070608,0.623317169
ELP5,0.126792008,4.578424848,0.877246242,0.363045276,0.623317169
CCM2,-0.098757997,5.751813743,0.876494379,0.363245575,0.623512317
YTHDC2,-0.1571884,4.194803539,0.876015676,0.363373188,0.623520929
ZFP30,-0.314994763,2.200608095,0.876164514,0.363333504,0.623520929
CCNH,0.163837179,3.904522991,0.874157153,0.363869256,0.62417072
HSD11B1L,-0.338146341,1.96291721,0.874137172,0.363874594,0.62417072
RLF,-0.230957971,3.066162569,0.873380254,0.364076916,0.624267322
ZNF664,0.158037611,4.062349575,0.873642451,0.364006813,0.624267322
AL022162.1,0.281955368,2.174887217,0.873237754,0.364115024,0.624267322
MFSD14A,-0.136964187,4.405294529,0.87202219,0.364440335,0.624614505
ABHD15,-0.235742024,2.760462267,0.87210897,0.364417097,0.624614505
CRHBP,-0.19403166,3.229304481,0.87108893,0.364690385,0.624937768
SLC27A1,0.13243189,5.305219245,0.870445431,0.364862945,0.625128158
PHAX,0.165851321,4.50092752,0.869700355,0.365062893,0.62515484
PAXX,-0.116712541,4.875074996,0.869776833,0.365042362,0.62515484
OSM,0.340223173,2.810976241,0.869964516,0.364991985,0.62515484
TIMELESS,-0.242986426,2.932683738,0.869465275,0.365126013,0.625157684
GNPTG,-0.103863372,5.698597265,0.868661078,0.365342062,0.625422325
C3orf38,-0.154291417,4.020288606,0.867166258,0.365744148,0.626005296
TTC1,0.103037608,5.546677793,0.865263338,0.366256948,0.626566712
SRSF2,0.122745089,6.266261679,0.86533221,0.366238369,0.626566712
AP005329.3,0.334701774,1.903081793,0.865697589,0.366139833,0.626566712
MMADHC,-0.090761447,6.418924923,0.864760892,0.366392523,0.626693248
PLSCR1,-0.125256781,4.861741653,0.863686383,0.366682707,0.62706339
FAM174C,-0.111788326,5.241226754,0.863503181,0.366732216,0.62706339
TP53,-0.132577105,5.287106564,0.863231649,0.366805615,0.627083481
STRIP1,0.166791198,3.609702844,0.859305351,0.367869359,0.62805759
TARBP1,-0.235784757,2.78806144,0.860155537,0.367638635,0.62805759
ADSS,0.13612218,4.670318632,0.85991199,0.367704707,0.62805759
NRM,-0.182207143,3.408375302,0.860043052,0.367669149,0.62805759
HNRNPC,0.086232645,7.484256621,0.859608671,0.367787019,0.62805759
CELF6,-0.275224925,2.2893536,0.860659659,0.367501927,0.62805759
ADAT1,-0.194693775,3.176417891,0.860025435,0.367673928,0.62805759
C19orf38,-0.139934915,4.092231539,0.859477461,0.367822634,0.62805759
CYB561D1,0.260954468,2.621411429,0.856642441,0.368593401,0.628894603
KCTD20,0.105146468,5.444231766,0.85648522,0.368636215,0.628894603
WBP4,0.136536263,4.57272052,0.856246836,0.368701144,0.628894603
GMPR2,0.130338495,4.626537654,0.857070933,0.368476753,0.628894603
C14orf28,-0.297876716,2.272050012,0.856545854,0.368619702,0.628894603
LSM4,-0.090318324,7.034617512,0.855911898,0.368792402,0.628894603
SLC25A53,0.246851469,2.862986964,0.856052257,0.368754155,0.628894603
ZSCAN9,0.281211981,2.220549402,0.855099475,0.369013892,0.629166831
GNG10,0.086397995,7.943550521,0.854639865,0.369139282,0.629275143
ERGIC2,0.10918439,4.953884774,0.853737795,0.369385567,0.629494017
METTL3,0.264016606,2.425972371,0.853716272,0.369391446,0.629494017
MOSMO,-0.220806581,3.234448772,0.853348084,0.369492041,0.629559974
IGF2BP2,0.204733479,3.265292911,0.852223614,0.369799515,0.629569161
CWC27,-0.159152381,3.755902296,0.85219664,0.369806895,0.629569161
SKIV2L,-0.196047231,3.308721862,0.852795099,0.369643202,0.629569161
CARHSP1,-0.112405598,5.627291054,0.852536367,0.369713958,0.629569161
RPL26,-0.077436104,11.08360506,0.852863917,0.369624385,0.629569161
G6PC3,0.155896292,4.155762689,0.851847424,0.369902464,0.629626484
CDK11A,-0.25905898,2.881414653,0.851603701,0.369969185,0.629634691
TTC19,0.176821387,3.774893283,0.851174836,0.370086632,0.629729211
NCAPG,0.256958405,2.520691844,0.850882678,0.370166673,0.629760059
RPL12,-0.07052683,11.26404274,0.850071629,0.370389005,0.629942643
MARS,-0.165580355,3.795675739,0.849433123,0.370564177,0.629942643
C16orf70,-0.134903062,4.748273548,0.849680147,0.370496392,0.629942643
SUGP2,-0.123270265,5.121236668,0.84936221,0.370583639,0.629942643
BCKDHA,-0.126986672,4.535844988,0.849391534,0.370575591,0.629942643
RPL13A,-0.078372714,11.50675683,0.848669565,0.370773817,0.630160612
MAST3,0.148132292,4.134792649,0.847792014,0.37101497,0.630465132
QTRT2,-0.235239265,2.909653922,0.847362029,0.371133216,0.630560727
HEATR1,0.280744285,2.60835625,0.846119816,0.371475137,0.63081568
FAM92A,0.230653328,2.673995844,0.846201278,0.3714527,0.63081568
NFATC3,-0.189274882,3.708969539,0.8464598,0.37138151,0.63081568
ZNF75D,-0.269044593,2.503383428,0.845915808,0.371531335,0.63081568
MYO1B,-0.40206647,1.381100551,0.84553588,0.371636027,0.630885721
SLMAP,0.146705988,3.913547012,0.845199454,0.371728768,0.630885721
RNF40,0.133262471,4.473789627,0.844690843,0.37186904,0.630885721
MIR22HG,0.208685822,3.178633329,0.844641343,0.371882696,0.630885721
RALGAPA2,-0.235440812,2.58354129,0.844790813,0.371841463,0.630885721
NDUFV2,-0.083092337,7.198468891,0.844212161,0.372001129,0.630981405
ZNF544,0.32286492,2.146068083,0.842951336,0.372349377,0.631466799
CHST7,0.216457104,3.044729034,0.841866231,0.372649476,0.63187039
PQBP1,-0.12436292,5.059551304,0.841491972,0.372753065,0.631940696
MINDY2,0.143897035,4.20127459,0.840518477,0.373022713,0.632292457
LAMTOR2,-0.085862063,7.786633223,0.839372585,0.373340482,0.632725656
CTNS,0.203421661,3.41379434,0.838055808,0.373706136,0.633239849
GBF1,-0.154530512,3.779540398,0.83748727,0.373864176,0.633402132
SLC38A6,0.093044729,6.712307224,0.837198891,0.373944377,0.633432506
POLQ,0.529363161,1.542636532,0.836789326,0.374058324,0.633520025
MGRN1,-0.121109832,4.941331241,0.836143158,0.374238202,0.63371916
ALG6,0.329003931,2.116088252,0.835505365,0.374415875,0.633887452
FRA10AC1,-0.190240948,4.04652658,0.835339074,0.374462219,0.633887452
ANKRD35,-0.425825104,1.588774365,0.834792565,0.37461459,0.633984884
DCP1B,-0.247978132,2.449493895,0.834462152,0.374706756,0.633984884
DYRK2,0.15555303,4.175683532,0.834660289,0.374651484,0.633984884
AC079922.2,0.52103166,1.586864558,0.834010245,0.374832867,0.634092786
NOL12,-0.137204608,4.020296863,0.833399991,0.375003266,0.63427556
KIAA2013,-0.096013267,5.810348832,0.832980745,0.375120397,0.634368193
ARFGAP1,-0.127307904,4.598240447,0.832048268,0.375381112,0.634633519
USP25,0.14761055,3.866168959,0.831973342,0.375402073,0.634633519
PSMD10,0.111355833,4.927433398,0.831373079,0.375570059,0.634812004
RIF1,-0.129292988,4.470134425,0.83053681,0.375804279,0.635102363
ZNF496,0.291566357,2.09762035,0.829148936,0.376193469,0.635126966
RACK1,-0.079112987,9.691830623,0.829456313,0.376107222,0.635126966
NEMP1,-0.2388978,3.056281938,0.829172911,0.376186741,0.635126966
PFN1,0.07211234,10.98809601,0.829299759,0.376151146,0.635126966
TMEM99,-0.220609957,2.981366698,0.829554232,0.376079753,0.635126966
BAX,-0.083531846,7.682055152,0.829322197,0.37614485,0.635126966
C7orf25,0.28987226,2.270869206,0.828527848,0.37636783,0.635315892
DPAGT1,0.155094248,3.820384986,0.828042636,0.376504129,0.635440517
ATG10,-0.229787587,3.023321899,0.82771989,0.376594831,0.635488159
ATL3,0.108100665,5.955213936,0.827490647,0.376659275,0.635491483
FAM118B,-0.17344464,3.542063798,0.827149809,0.376755121,0.635547777
SDR39U1,-0.152530043,4.020213513,0.82621295,0.37701876,0.635887055
TGOLN2,0.088291837,7.414568737,0.825789156,0.377138109,0.63590682
SEPSECS,-0.237560317,3.000227693,0.825727384,0.377155509,0.63590682
PON2,-0.101218667,5.579210849,0.825232627,0.377294923,0.636036453
ZXDC,0.252822082,2.432430182,0.824215395,0.377581803,0.636266015
PLAGL1,-0.17195995,3.531047549,0.824084465,0.377618751,0.636266015
MBD6,-0.156545086,4.090279744,0.824140163,0.377603032,0.636266015
SNX17,0.094599215,6.229336896,0.823637118,0.377745032,0.636268003
TTI2,0.292600582,2.122317174,0.823660091,0.377738546,0.636268003
BBS4,-0.246335445,2.772959997,0.823329876,0.3778318,0.636308787
RNF11,0.104909783,5.339897258,0.822672876,0.378017442,0.636410696
RIT1,0.101729419,5.908244448,0.82286628,0.37796278,0.636410696
C10orf88,0.408948685,1.651067591,0.821326963,0.378398168,0.636918734
DNAAF2,-0.203927598,2.991958296,0.821163527,0.378444439,0.636918734
ZFYVE27,0.232889717,2.659847726,0.820547623,0.378618885,0.637106914
ZNF350,-0.330745697,2.300070071,0.820292602,0.378691151,0.637123121
MND1,-0.396582884,2.189184804,0.81950884,0.378913377,0.637314181
LINC02256,-0.263689558,2.431592592,0.819229338,0.378992674,0.637314181
HIRA,-0.16407028,3.580478062,0.819307599,0.378970468,0.637314181
AL391069.2,-0.304018429,1.925918177,0.818232321,0.379275735,0.637579372
DPY19L4,-0.166500895,3.671812233,0.818343147,0.379244255,0.637579372
MAT2B,-0.099450244,5.314792377,0.817992947,0.379343742,0.637588326
SGO1,0.238253145,2.625189115,0.817385817,0.379516312,0.637755517
AZU1,-0.173494367,3.493730199,0.817201904,0.37956861,0.637755517
PITHD1,0.087127356,7.22716583,0.816588332,0.379743166,0.637923271
IKBKE,0.157138877,4.08191508,0.815969617,0.379919306,0.637923271
AP3M2,0.231136577,2.7518634,0.816171296,0.379861877,0.637923271
CDC42BPB,0.131985441,4.208719668,0.816302162,0.379824619,0.637923271
GTF3C2,0.149833612,4.259317944,0.815272642,0.380117871,0.638151343
KIF2C,-0.265108973,2.567976144,0.814625009,0.380302519,0.638355977
CCAR1,-0.103586228,5.217701661,0.81341871,0.380646805,0.63882846
MDC1,-0.233586078,2.700920069,0.811857068,0.381093199,0.639472125
DAPP1,-0.133266142,4.507555248,0.810021895,0.381618783,0.640248435
RPL6,-0.080076052,9.969104124,0.808635416,0.382016582,0.640810138
NCSTN,0.0938202,6.206231556,0.807521059,0.382336756,0.640898365
MIA3,0.154391474,3.979454782,0.807858402,0.382239789,0.640898365
DPM2,0.111156587,4.833043977,0.807354697,0.382384589,0.640898365
USP6NL,-0.18347005,3.544170941,0.80713693,0.382447216,0.640898365
MGAT2,0.113297269,4.875175085,0.807289281,0.3824034,0.640898365
ERCC4,0.195532315,3.231826393,0.808095366,0.382171698,0.640898365
AK2,-0.120240182,4.822850565,0.805879429,0.382809156,0.641082438
AIMP1,-0.14500442,5.270571914,0.805886979,0.382806981,0.641082438
C4orf46,0.253046286,2.776583692,0.806450814,0.382644633,0.641082438
CENPP,-0.260816177,2.703865857,0.806037071,0.382763754,0.641082438
PXK,-0.138219077,4.474113276,0.805512414,0.382914888,0.641153949
RAB4A,-0.094325876,6.332355428,0.803254134,0.383566435,0.641814372
MON1A,0.269360381,2.266621702,0.803918676,0.383374533,0.641814372
DCUN1D4,0.169985157,3.414380593,0.803090651,0.383613667,0.641814372
SIRT1,-0.17904772,3.541199764,0.803052149,0.383624792,0.641814372
TBKBP1,-0.215242088,3.044951708,0.80353553,0.383485158,0.641814372
ASL,0.136500635,4.263224386,0.801995575,0.383930269,0.642008663
CENPX,0.092527104,6.186489455,0.802046687,0.383915483,0.642008663
PLAGL2,-0.233062498,2.828526091,0.802154789,0.383884214,0.642008663
NUP42,0.139287916,3.94887831,0.801605415,0.384043164,0.642091892
PCGF1,-0.199720631,3.070411407,0.800881825,0.384252672,0.642171555
TTC37,0.102126557,5.49802867,0.800786773,0.384280206,0.642171555
RPS4X,-0.077744339,10.4513624,0.800963427,0.384229036,0.642171555
DDX58,-0.247435964,2.496690901,0.800281195,0.384426708,0.642310853
TJAP1,-0.223342472,3.091446672,0.799156552,0.384752897,0.64271238
UCK1,0.149715395,3.714916165,0.79901703,0.384793393,0.64271238
INTS2,0.213577503,2.943770726,0.79804778,0.385074891,0.643076964
PUS10,-0.296641195,2.081333421,0.797802867,0.385146069,0.643090252
WDR45,-0.130562692,4.369843288,0.79755985,0.385216716,0.643102648
WDR83OS,0.095055276,7.336711133,0.796572013,0.385504089,0.643476796
SMIM12,0.099419894,5.372951056,0.795952005,0.385684621,0.643672512
HDAC1,0.114943786,4.677689602,0.794599697,0.386078821,0.6442247
AC103591.3,-0.206802524,3.089372619,0.794279989,0.386172105,0.644274669
FBXO30,0.154712717,3.752543935,0.793732058,0.386332059,0.644435832
THAP8,0.20142823,3.040996055,0.793123814,0.386509736,0.644626502
AC016747.1,-0.154770042,4.085031055,0.792419495,0.386715632,0.644774202
RAB11FIP5,0.287230394,2.14654887,0.792387223,0.386725069,0.644774202
EEF1G,0.073980567,9.431907565,0.792004652,0.386836981,0.644825642
KIAA0513,0.18573122,3.267954234,0.791848385,0.386882707,0.644825642
PEX10,0.195417125,3.136505021,0.791049521,0.387116592,0.645093726
ALG5,0.10356589,5.080983165,0.790865874,0.387170389,0.645093726
WDR82,-0.091105477,5.794909417,0.790156705,0.387378236,0.645228659
FEM1A,-0.139709475,4.154248611,0.790325352,0.387328793,0.645228659
MSH3,-0.202511477,3.051401337,0.789747097,0.387498363,0.645278505
ZNF277,-0.13903877,4.459185596,0.789405889,0.387598473,0.645278505
RALGAPB,0.14587439,3.831510088,0.78958684,0.387545377,0.645278505
POMP,0.084401926,8.482033625,0.788693533,0.387807602,0.645521016
SARS2,0.229067335,2.611596953,0.785795189,0.388660235,0.646834409
POLDIP2,0.109803701,4.899307961,0.78455124,0.389027046,0.64723309
TAB1,0.280959712,2.720692119,0.784586831,0.389016544,0.64723309
NEK9,-0.195491144,3.538766463,0.784207871,0.389128389,0.647295826
KDM5D,-0.284583515,2.810608115,0.789722374,0.389401331,0.64764394
TVP23B,0.338535548,1.9880565,0.782994163,0.389486927,0.647680402
ZDHHC14,-0.216195771,2.898328674,0.780864883,0.390117136,0.648622346
ADRB2,-0.231429299,2.856729187,0.780529954,0.390216407,0.648628477
ZNF844,-0.247022189,2.382687948,0.780422185,0.390248356,0.648628477
LINC02356,-0.40011979,1.686520875,0.780201706,0.390313733,0.648631154
LZTR1,0.163047972,3.561903447,0.77937773,0.390558207,0.648931408
VARS2,-0.214154448,2.801343923,0.778025233,0.390959995,0.649068887
CHMP7,-0.157922374,3.962287684,0.778133382,0.390927844,0.649068887
C9orf139,-0.178692374,3.437534397,0.77810822,0.390935324,0.649068887
TRMT5,0.175647267,3.256457945,0.778149308,0.39092311,0.649068887
ARFGAP3,-0.120393011,4.562516521,0.778025635,0.390959876,0.649068887
KMT2C,0.100231204,5.400425728,0.777353434,0.391159799,0.649294628
BTN2A1,-0.184665259,3.290760239,0.776432049,0.391434086,0.64964391
MAGEH1,0.383278354,2.203678767,0.775864998,0.391603036,0.649818284
CAB39L,-0.329767191,2.039759048,0.77532799,0.391763136,0.649977919
CFLAR,0.09047066,6.29657526,0.774441763,0.392027567,0.649992569
JMY,-0.292352867,2.222606893,0.77469892,0.391950809,0.649992569
SNHG6,0.082009342,7.25906193,0.774559636,0.391992381,0.649992569
BCLAF3,0.246179952,2.963807818,0.775024143,0.391853767,0.649992569
CDC16,0.12874099,4.242852062,0.774125357,0.392122041,0.650043254
PHTF1,-0.23615472,3.226254428,0.770880959,0.393092763,0.650498327
FCER1G,0.073980508,11.10396765,0.772802899,0.392517281,0.650498327
MRPS9,0.215639757,3.060605812,0.770813354,0.393113029,0.650498327
SENP2,-0.177967042,3.202398761,0.770915897,0.39308229,0.650498327
ENC1,0.131406001,4.975558461,0.772072635,0.392735792,0.650498327
SCRIB,0.237122781,2.766465689,0.771986557,0.39276156,0.650498327
